iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 03:40:39 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 45890 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   132 MBytes  1110685 Kbits/sec    0    136 KBytes       
[  4]  18.00-19.00  sec  1.25 MBytes  10481 Kbits/sec    0    136 KBytes       
[  4]  19.00-20.00  sec  2.50 MBytes  20980 Kbits/sec    0    136 KBytes       
[  4]  20.00-21.00  sec  2.50 MBytes  20971 Kbits/sec    0    139 KBytes       
[  4]  21.00-22.00  sec  2.50 MBytes  20976 Kbits/sec    0    136 KBytes       
[  4]  22.00-23.00  sec  1.25 MBytes  10484 Kbits/sec    0    136 KBytes       
[  4]  23.00-24.00  sec  2.50 MBytes  20965 Kbits/sec    0    136 KBytes       
[  4]  24.00-25.00  sec  2.50 MBytes  20974 Kbits/sec    0    136 KBytes       
[  4]  25.00-26.00  sec  2.50 MBytes  20978 Kbits/sec    0    136 KBytes       
[  4]  26.00-27.00  sec  2.50 MBytes  20966 Kbits/sec    0    136 KBytes       
[  4]  27.00-28.00  sec  2.50 MBytes  20977 Kbits/sec    0    136 KBytes       
[  4]  28.00-29.00  sec  2.50 MBytes  20970 Kbits/sec    0    136 KBytes       
[  4]  29.00-30.00  sec  1.25 MBytes  10481 Kbits/sec    0    136 KBytes       
[  4]  30.00-31.00  sec  2.50 MBytes  20978 Kbits/sec    0    136 KBytes       
[  4]  31.00-32.00  sec  2.50 MBytes  20974 Kbits/sec    0    136 KBytes       
[  4]  32.00-33.00  sec  2.50 MBytes  20972 Kbits/sec    0    136 KBytes       
[  4]  33.00-34.00  sec  2.50 MBytes  20974 Kbits/sec    0    136 KBytes       
[  4]  34.00-35.00  sec  1.25 MBytes  10484 Kbits/sec    0    136 KBytes       
[  4]  35.00-36.00  sec  2.50 MBytes  20966 Kbits/sec    0    139 KBytes       
[  4]  36.00-37.00  sec  2.50 MBytes  20975 Kbits/sec    0    136 KBytes       
[  4]  37.00-38.00  sec  2.50 MBytes  20980 Kbits/sec    0    139 KBytes       
[  4]  38.00-39.00  sec  2.50 MBytes  20967 Kbits/sec    0    139 KBytes       
[  4]  39.00-40.00  sec  2.50 MBytes  20973 Kbits/sec    0    139 KBytes       
[  4]  40.00-41.00  sec  1.25 MBytes  10486 Kbits/sec    0    136 KBytes       
[  4]  41.00-42.00  sec  2.50 MBytes  20965 Kbits/sec    0    139 KBytes       
[  4]  42.00-43.00  sec  2.50 MBytes  20976 Kbits/sec    0    136 KBytes       
[  4]  43.00-44.00  sec  2.50 MBytes  20972 Kbits/sec    0    139 KBytes       
[  4]  44.00-45.00  sec  1.25 MBytes  10476 Kbits/sec    0    139 KBytes       
[  4]  45.00-46.00  sec  2.50 MBytes  20985 Kbits/sec    0    139 KBytes       
[  4]  46.00-47.00  sec  2.50 MBytes  20976 Kbits/sec    0    139 KBytes       
[  4]  47.00-48.00  sec  2.50 MBytes  20968 Kbits/sec    0    136 KBytes       
[  4]  48.00-49.00  sec  2.50 MBytes  20973 Kbits/sec    0    136 KBytes       
[  4]  49.00-50.00  sec  2.50 MBytes  20973 Kbits/sec    0    139 KBytes       
[  4]  50.00-51.00  sec  1.25 MBytes  10489 Kbits/sec    0    139 KBytes       
[  4]  51.00-52.00  sec  2.50 MBytes  20961 Kbits/sec    0    139 KBytes       
[  4]  52.00-53.00  sec  2.50 MBytes  20973 Kbits/sec    0    139 KBytes       
[  4]  53.00-54.00  sec  2.50 MBytes  20974 Kbits/sec    0    136 KBytes       
[  4]  54.00-55.00  sec  1.25 MBytes  10485 Kbits/sec    0    136 KBytes       
[  4]  55.00-56.00  sec  2.50 MBytes  20964 Kbits/sec    0    136 KBytes       
[  4]  56.00-57.00  sec  2.50 MBytes  20975 Kbits/sec    0    139 KBytes       
[  4]  57.00-58.00  sec  2.50 MBytes  20972 Kbits/sec    0    139 KBytes       
[  4]  58.00-59.00  sec  2.50 MBytes  20976 Kbits/sec    0    136 KBytes       
[  4]  59.00-60.00  sec  2.50 MBytes  20977 Kbits/sec    0    139 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   268 MBytes  37399 Kbits/sec    0             sender
[  4]   0.00-60.00  sec   134 MBytes  18796 Kbits/sec                  receiver
CPU Utilization: local/sender 0.2% (0.1%u/0.2%s), remote/receiver 5.1% (0.9%u/4.2%s)

iperf Done.
