iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 03:06:45 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 45750 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089109 Kbits/sec    0    113 KBytes       
[  4]  46.00-47.00  sec  1.25 MBytes  10486 Kbits/sec    0   8.22 MBytes       
[  4]  47.00-48.00  sec  1.25 MBytes  10485 Kbits/sec    0   8.37 MBytes       
[  4]  48.00-49.00  sec  1.25 MBytes  10486 Kbits/sec    0   8.54 MBytes       
[  4]  49.00-50.00  sec  1.25 MBytes  10486 Kbits/sec    0   8.73 MBytes       
[  4]  50.00-51.00  sec  1.25 MBytes  10484 Kbits/sec    0   8.96 MBytes       
[  4]  51.00-52.00  sec  1.25 MBytes  10487 Kbits/sec    0   9.18 MBytes       
[  4]  52.00-53.00  sec  1.25 MBytes  10486 Kbits/sec    0   9.37 MBytes       
[  4]  53.00-54.00  sec  1.25 MBytes  10485 Kbits/sec    0   9.56 MBytes       
[  4]  54.00-55.00  sec  1.25 MBytes  10486 Kbits/sec    0   9.75 MBytes       
[  4]  55.00-56.00  sec  1.25 MBytes  10485 Kbits/sec    0   9.94 MBytes       
[  4]  56.00-57.00  sec  1.25 MBytes  10486 Kbits/sec    0   10.0 MBytes       
[  4]  57.00-58.00  sec  1.25 MBytes  10486 Kbits/sec    0   10.0 MBytes       
[  4]  58.00-59.00  sec  1.25 MBytes  10486 Kbits/sec    0   10.0 MBytes       
[  4]  59.00-60.00  sec  1.25 MBytes  10485 Kbits/sec    0   10.0 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   204 MBytes  28486 Kbits/sec  2348             sender
[  4]   0.00-60.00  sec  69.9 MBytes  9775 Kbits/sec                  receiver
CPU Utilization: local/sender 0.7% (0.3%u/0.5%s), remote/receiver 1.4% (0.3%u/1.2%s)

iperf Done.
