iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 02:07:26 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 45516 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   131 MBytes  1100079 Kbits/sec    0    136 KBytes       
[  4]  57.00-58.00  sec  1.25 MBytes  10485 Kbits/sec    0    136 KBytes       
[  4]  58.00-59.00  sec  1.25 MBytes  10486 Kbits/sec    0    136 KBytes       
[  4]  59.00-60.00  sec  1.25 MBytes  10485 Kbits/sec    0    136 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   205 MBytes  28660 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  67.0 MBytes  9368 Kbits/sec                  receiver
CPU Utilization: local/sender 0.3% (0.1%u/0.2%s), remote/receiver 2.2% (0.4%u/1.8%s)

iperf Done.
